document_id,paragraph_id,sentence_id,sentence_text,term
doc_capaccio_28,46,0,12. CAUSE DI ESCLUSIONE DALLA GARA,
doc_capaccio_28,46,1,"Oltre a tutto quanto previsto nel presente disciplinare “a pena di esclusione”, sarà causa di esclusione dalla gara: ",
doc_capaccio_28,46,2,- la mancanza dei requisiti di cui al precedente punto 1.5.1 Requisiti di carattere generale; ,
doc_capaccio_28,46,3,- la mancanza dei requisiti di cui al precedente punto 1.5.2 Requisiti tecnico organizzativi dell'impresa; ,
doc_capaccio_28,46,4,- la mancanza dei requisiti di cui al precedente punto 1.5.3 Requisiti di capacità economica e finanziaria dell'impresa; ,
doc_capaccio_28,46,5,"- la mancata, irregolare o incompleta compilazione o presentazione delle dichiarazioni e/o documentazioni richieste dal presente disciplinare; ",
doc_capaccio_28,46,7,"- la mancata comprova dell'avvenuto pagamento del contributo a favore dell'Autorità per la Vigilanza sui contratti pubblici di lavori, servizi e forniture previsto dall'art. 1, commi 65 e 67, L. 266/2005; ",
doc_capaccio_28,46,8,- la richiesta di avvalimento non conforme a quanto richiesto nel presente bando al paragrafo 5.3 AVVALIMENTO.,
doc_capaccio_28,51,0,17. DIRETTORE DELL'ESECUZIONE DEL CONTRATTO,
doc_capaccio_28,51,1,"Il Direttore dell'esecuzione del contratto, ai sensi dell'Art. 300 del D.P.R. n. 207/2010 e ss.mm.ii. è il Geom. Antonio RUSSO incardinato all'Area VI.",
doc_caserta_01,1,0,Città di Caserta,
doc_caserta_01,1,1,Ufficio Stampa,
doc_caserta_01,2,0,CASERTA CAPOLUOGO GREEN DELLA CAMPANIA PUBBLICATO IL RAPPORTO ECOSISTEMA URBANO,green
doc_caserta_01,3,0,"Caserta è il capoluogo più green della Campania, collocandosi al 67esimo posto nella graduatoria nazionale, in pratica a metà classifica.",green
doc_caserta_01,3,1,"Lo dice il 29esimo rapporto Ecosistema Urbano di Legambiente e Ambiente Italia, realizzato in collaborazione con Il Sole24Ore.Laclassificasi basasu 18 parametri raggruppati in cinque macroaree: aria, acqua, rifiuti, mobilità, ambiente.",rifiuti
doc_caserta_01,3,2,Laclassifica finale fotografa con dati relativi al 2021 le performance ambientali di 105 città.,performance ambientali
doc_caserta_01,3,3,Alcuni dati vanno analizzati.,
doc_caserta_01,3,4,Innanzitutto la posizione in classifica.,
doc_caserta_01,3,5,"Caserta nel 2016 era al 101esimo posto con unpunteggio del31,1%, oraè al67esimoconil 49,6%.In sei annièunsaltoin avanti straordinario.",
doc_caserta_01,3,6,"Ci sono poi degliindicatoriparticolarmente favorevoli.Casertaèal quartopostoinItalia per il minor numero di vittime della strada (morti e feriti ogni 1000 abitanti) nel settore mobilità, è al 24esimo posto per la concentrazione media di biossido di azoto nell'aria, è al 34esimo posto per passeggeri trasporto pubblico (l'indicatore valuta il numero di viaggi per abitante all'anno) ed è al 38esimo posto per tasso di motorizzazione (auto circolanti ogni100abitanti),semprenel comparto mobilità.",
doc_caserta_01,4,0,"Caserta, 8 nov 2022",
doc_caserta_01,4,1,Ufficio Stampa Città di Caserta,
doc_caserta_02,4,0,Abbiamo fatto tanto insieme,
doc_caserta_02,4,1,"Negli ultimi mesi la Città di Caserta, con la collaborazione di tutti i cittadini, ha incrementato moltissimo la raccolta differenziata anche grazie alle tante attività di sensibilizzazione",raccolta differenziata
doc_caserta_02,5,0,Perchè è importante fare la raccolta differenziata,raccolta differenziata
doc_caserta_02,5,1,- Migliora la qualità della vita,
doc_caserta_02,5,2,- Fa bene all'economia della Città,
doc_caserta_02,6,0,Insieme abbiamo ottenuto risultati importanti,
doc_caserta_02,7,0,Tot Rifiuti differenziati: 19.307.384 30,rifiuti differenziati
doc_caserta_02,16,0,la differenziata giorno per giorno,differenziata
doc_caserta_02,16,1,Carta e cartone,carta e cartone
doc_caserta_02,16,2,Contenitore o sacchetto di carta o cartone,sacchetto di carta o cartone
doc_caserta_02,17,0,Bianco,
doc_caserta_02,17,1,Carta e cartone,carta e cartone
doc_caserta_02,20,0,Umido,umido
doc_caserta_02,24,0,Kit compostiere su richiesta,kit compostiere
doc_caserta_02,34,0,implementazione turno pomeridiano anche il sabato dalle 15.00 alle 18.00 delle isole ecologiche,isole ecologiche
doc_caserta_02,34,2,"Seguirà informazione riguardo apertura, modalità e orari.",
doc_caserta_02,38,0,Farmaci,farmaci
doc_caserta_02,38,1,"presso farmacie, sanitarie o isole ecologiche",isole ecologiche
doc_caserta_02,40,0,Pile esauste,pile esauste
doc_caserta_02,40,1,"presso tabaccherie, rivenditori o isole ecologiche",isole ecologiche
doc_caserta_02,40,2,Giorni e orari di conferimento: sempre (orario di apertura attività),conferimento
doc_caserta_02,44,0,"I rifiuti ingombranti possono essere portati presso le isole ecologiche di via Talamonti, via Cappuccini, viale Lincoln (II tratto) e via Tiglio (Casertavecchia).",isole ecologiche
doc_caserta_02,44,0,"I rifiuti ingombranti possono essere portati presso le isole ecologiche di via Talamonti, via Cappuccini, viale Lincoln (II tratto) e via Tiglio (Casertavecchia).", rifiuti ingombranti
doc_caserta_02,44,1,Per rifiuti di grandi dimensioni e/o altre esigenze particolari è possibile richiedere il ritiro gratuito a domicilio contattando il numero verde dal lunedì al venerdì dalle ore 9:00 alle ore 13:00 e dalle ore 14:00 alle ore 16:45.,rifiuti di grandi dimensioni
doc_caserta_02,44,1,Per rifiuti di grandi dimensioni e/o altre esigenze particolari è possibile richiedere il ritiro gratuito a domicilio contattando il numero verde dal lunedì al venerdì dalle ore 9:00 alle ore 13:00 e dalle ore 14:00 alle ore 16:45., ritiro a domicilio
doc_caserta_02,44,1,Per rifiuti di grandi dimensioni e/o altre esigenze particolari è possibile richiedere il ritiro gratuito a domicilio contattando il numero verde dal lunedì al venerdì dalle ore 9:00 alle ore 13:00 e dalle ore 14:00 alle ore 16:45., ritiro gratuito a domicilio
doc_caserta_02,46,0,Emergenza Covid-19 ,
doc_caserta_02,50,0,Su richiesta previa compilazione di apposito modulo scaricabile dal sito del comune di Caserta.,
doc_caserta_02,50,1,Gli utenti che ne avranno diritto beneficeranno di uno sgravio sulla tassa rifiuti.,tassa rifiuti
doc_caserta_02,50,1,Gli utenti che ne avranno diritto beneficeranno di uno sgravio sulla tassa rifiuti., utenti
doc_caserta_02,51,0,Perché fare compostaggio domestico:,compostaggio domestico
doc_caserta_02,51,1,- Permette di ridurre le quantità di rifiuti organici conferiti in discarica,conferiti
doc_caserta_02,51,1,- Permette di ridurre le quantità di rifiuti organici conferiti in discarica, discarica
doc_caserta_02,51,1,- Permette di ridurre le quantità di rifiuti organici conferiti in discarica, rifiuti organici
doc_caserta_02,51,4,- Ci fa risparmiare sull'acquisto di fertilizzanti per l'orto e per il giardino.,
doc_caserta_02,55,0,ECO-DIZIONARIO,eco-dizionario
doc_caserta_02,55,1,Non sai dove buttare un rifiuto?,rifiuto
doc_caserta_02,55,2,Consulta il nostro Eco-dizionario.,eco-dizionario
doc_caserta_02,55,3,I rifiuti conferiti devono essere puliti.,rifiuti conferiti
doc_caserta_02,55,4,"I rifiuti costituiti da più materiali, se non divisibili, vanno conferiti come indifferenziato.",indifferenziato
doc_caserta_02,55,4,"I rifiuti costituiti da più materiali, se non divisibili, vanno conferiti come indifferenziato.", rifiuti
doc_caserta_02,55,4,"I rifiuti costituiti da più materiali, se non divisibili, vanno conferiti come indifferenziato.", vanno conferiti
doc_caserta_02,59,0,D,
doc_caserta_02,59,1,Damigiane in vetro Vetro Porta a porta,porta a porta
doc_caserta_02,59,1,Damigiane in vetro Vetro Porta a porta, vetro
doc_caserta_02,59,2,Dentifricio (tubetto vuoto) Multimateriale Porta a porta,multimateriale
doc_caserta_02,59,2,Dentifricio (tubetto vuoto) Multimateriale Porta a porta, porta a porta
doc_caserta_02,59,4,Depliant Carta e cartone Porta a porta,carta e cartone
doc_caserta_02,59,4,Depliant Carta e cartone Porta a porta, porta a porta
doc_caserta_02,59,5,Detersivi  (contenitori vuoti) Multimateriale Porta a porta,multimateriale
doc_caserta_02,59,5,Detersivi  (contenitori vuoti) Multimateriale Porta a porta, porta a porta
doc_caserta_02,59,6,Diario Carta e cartone Porta a porta Eliminare accessori non cartacei,carta e cartone
doc_caserta_02,59,6,Diario Carta e cartone Porta a porta Eliminare accessori non cartacei, porta a porta
doc_caserta_02,59,8,Divani Ingombranti Isole ecologiche,ingombranti
doc_caserta_02,59,8,Divani Ingombranti Isole ecologiche, isole ecologiche
doc_caserta_02,59,9,Doghe Ingombranti Isole ecologiche,ingombranti
doc_caserta_02,59,9,Doghe Ingombranti Isole ecologiche, isole ecologiche
doc_caserta_02,64,0,L,
doc_caserta_02,64,1,Lacca per capelli (bomboletta spray) Multimateriale Porta a porta,multimateriale
doc_caserta_02,64,1,Lacca per capelli (bomboletta spray) Multimateriale Porta a porta, porta a porta
doc_caserta_02,64,2,Lacci delle scarpe Indifferenziato Porta a porta,indifferenziato
doc_caserta_02,64,2,Lacci delle scarpe Indifferenziato Porta a porta, porta a porta
doc_caserta_02,64,3,Lamette da barba Indifferenziato Porta a porta,indifferenziato
doc_caserta_02,64,3,Lamette da barba Indifferenziato Porta a porta, porta a porta
doc_caserta_02,64,4,Lampadari Ingombranti Isole ecologiche,ingombranti
doc_caserta_02,64,4,Lampadari Ingombranti Isole ecologiche, isole ecologiche
doc_caserta_02,64,5,Lampadine R.A.E.E. Isole ecologiche,isole ecologiche
doc_caserta_02,64,5,Lampadine R.A.E.E. Isole ecologiche, lampadine
doc_caserta_02,64,5,Lampadine R.A.E.E. Isole ecologiche, r.a.e.e
doc_caserta_02,64,5,Lampadine R.A.E.E. Isole ecologiche, r.a.e.e.
doc_caserta_02,64,6,Lastre di vetro Vetro Isole ecologiche,isole ecologiche
doc_caserta_02,64,6,Lastre di vetro Vetro Isole ecologiche, vetro
doc_caserta_02,64,7,Lattine Multimateriale Porta a porta,multimateriale
doc_caserta_02,64,7,Lattine Multimateriale Porta a porta, porta a porta
doc_caserta_02,64,8,Lavastoviglie R.A.E.E. Isole ecologiche,isole ecologiche
doc_caserta_02,64,8,Lavastoviglie R.A.E.E. Isole ecologiche, r.a.e.e.
doc_caserta_02,64,10,Legno da potatura Sfalci di potatura Isole ecologiche,isole ecologiche
doc_caserta_02,64,10,Legno da potatura Sfalci di potatura Isole ecologiche, sfalci di potatura
doc_caserta_02,64,11,Lettiere per animali Umido Porta a porta,porta a porta
doc_caserta_02,64,11,Lettiere per animali Umido Porta a porta, umido
doc_caserta_02,64,13,Libri Carta e cartone Porta a porta,carta e cartone
doc_caserta_02,64,13,Libri Carta e cartone Porta a porta, porta a porta
doc_caserta_02,64,14,Lische di pesce Umido Porta a porta,porta a porta
doc_caserta_02,64,14,Lische di pesce Umido Porta a porta, umido
doc_caserta_02,65,0,M,
doc_caserta_02,65,1,"Mascherine (mediche, antipolveri e antismog) Indifferenziato Porta a porta",indifferenziato
doc_caserta_02,65,1,"Mascherine (mediche, antipolveri e antismog) Indifferenziato Porta a porta", porta a porta
doc_caserta_02,65,2,Materassi da mare Ingombranti Isole ecologiche,ingombranti
doc_caserta_02,65,2,Materassi da mare Ingombranti Isole ecologiche, isole ecologiche
doc_caserta_02,65,3,Matite da disegno e colorate Indifferenziato Porta a porta,indifferenziato
doc_caserta_02,65,3,Matite da disegno e colorate Indifferenziato Porta a porta, porta a porta
doc_caserta_02,65,4,Medicinali scaduti e non Farmaci Farmacie anche presso isole ecologiche,farmaci
doc_caserta_02,65,4,Medicinali scaduti e non Farmaci Farmacie anche presso isole ecologiche, medicinali scaduti
doc_caserta_02,65,4,Medicinali scaduti e non Farmaci Farmacie anche presso isole ecologiche, isole ecologiche
doc_caserta_02,65,5,Mollette per il bucato in legno o plastica Indifferenziato Porta a porta,indifferenziato
doc_caserta_02,65,5,Mollette per il bucato in legno o plastica Indifferenziato Porta a porta, porta a porta
doc_caserta_02,65,5,Mollette per il bucato in legno o plastica Indifferenziato Porta a porta, plastica
doc_caserta_02,65,6,Mocio e mop pavimenti Indifferenziato Porta a porta,indifferenziato
doc_caserta_02,65,6,Mocio e mop pavimenti Indifferenziato Porta a porta, porta a porta
doc_caserta_02,65,7,Mobili Ingombranti Isole ecologiche NB: Solo se privi di vetro.,ingombranti
doc_caserta_02,65,7,Mobili Ingombranti Isole ecologiche NB: Solo se privi di vetro., isole ecologiche
doc_caserta_02,65,7,Mobili Ingombranti Isole ecologiche NB: Solo se privi di vetro., vetro
doc_caserta_02,65,8,Mozziconi di sigarette o sigari Indifferenziato Porta a porta,indifferenziato
doc_caserta_02,65,8,Mozziconi di sigarette o sigari Indifferenziato Porta a porta, porta a porta
doc_caserta_02,65,9,"Monitor, mouse e accessori pc R.A.E.E. Isole ecologiche",isole ecologiche
doc_caserta_02,65,9,"Monitor, mouse e accessori pc R.A.E.E. Isole ecologiche", r.a.e.e.
doc_caserta_02,66,0,N,
doc_caserta_02,66,3,Noccioli della frutta fresca e di olive Umido Porta a porta,porta a porta
doc_caserta_02,66,3,Noccioli della frutta fresca e di olive Umido Porta a porta, umido
doc_caserta_02,68,1,Pacchetto delle sigarette Carta e cartone Porta a porta Eliminare la carta argentata interna e l' involucro in plastica esterno che andranno nel multimateriale,carta e cartone
doc_caserta_02,68,1,Pacchetto delle sigarette Carta e cartone Porta a porta Eliminare la carta argentata interna e l' involucro in plastica esterno che andranno nel multimateriale, porta a porta
doc_caserta_02,68,1,Pacchetto delle sigarette Carta e cartone Porta a porta Eliminare la carta argentata interna e l' involucro in plastica esterno che andranno nel multimateriale, multimateriale
doc_caserta_02,68,2,Packaging imballaggio pasta in plastica Multimateriale Porta a porta,multimateriale
doc_caserta_02,68,2,Packaging imballaggio pasta in plastica Multimateriale Porta a porta, porta a porta
doc_caserta_02,68,3,Paglia Umido Porta a porta,porta a porta
doc_caserta_02,68,3,Paglia Umido Porta a porta, umido
doc_caserta_02,68,4,Palettine da caffe' Indifferenziato Porta a porta,indifferenziato
doc_caserta_02,68,4,Palettine da caffe' Indifferenziato Porta a porta, porta a porta
doc_caserta_02,68,5,Palline albero di Natale Indifferenziato Porta a porta,indifferenziato
doc_caserta_02,68,5,Palline albero di Natale Indifferenziato Porta a porta, porta a porta
doc_caserta_02,68,6,Palloni e palloncini Indifferenziato Porta a porta,indifferenziato
doc_caserta_02,68,6,Palloni e palloncini Indifferenziato Porta a porta, porta a porta
doc_caserta_02,68,7,Pandoro e panettone Carta e cartone Porta a porta (confezione esterna),carta e cartone
doc_caserta_02,68,7,Pandoro e panettone Carta e cartone Porta a porta (confezione esterna), porta a porta
doc_caserta_02,68,9,Pannolini e pannoloni Indifferenziato Porta a porta Ritiri aggiuntivi su prenotazione,indifferenziato
doc_caserta_02,68,9,Pannolini e pannoloni Indifferenziato Porta a porta Ritiri aggiuntivi su prenotazione, pannolini e pannoloni
doc_caserta_02,68,9,Pannolini e pannoloni Indifferenziato Porta a porta Ritiri aggiuntivi su prenotazione, porta a porta
doc_caserta_02,68,9,Pannolini e pannoloni Indifferenziato Porta a porta Ritiri aggiuntivi su prenotazione, ritiri
doc_caserta_02,68,10,Pasta (sia cruda  che cotta) Umido Porta a porta,porta a porta
doc_caserta_02,68,10,Pasta (sia cruda  che cotta) Umido Porta a porta, umido
doc_caserta_02,68,11,Pastelli Indifferenziato Porta a porta,indifferenziato
doc_caserta_02,68,11,Pastelli Indifferenziato Porta a porta, porta a porta
doc_caserta_02,68,12,Pellicola alimentare trasparente Indifferenziato Porta a porta,indifferenziato
doc_caserta_02,68,12,Pellicola alimentare trasparente Indifferenziato Porta a porta, porta a porta
doc_caserta_02,68,13,Peluche Tessili Isole ecologiche,isole ecologiche
doc_caserta_02,68,13,Peluche Tessili Isole ecologiche, tessili
doc_caserta_02,68,14,Penne Indifferenziato Porta a porta,indifferenziato
doc_caserta_02,68,14,Penne Indifferenziato Porta a porta, porta a porta
doc_caserta_02,68,16,Pentole Multimateriale Porta a porta Anche presso isole ecologiche,multimateriale
doc_caserta_02,68,16,Pentole Multimateriale Porta a porta Anche presso isole ecologiche, porta a porta
doc_caserta_02,68,16,Pentole Multimateriale Porta a porta Anche presso isole ecologiche, isole ecologiche
doc_caserta_02,68,17,Pesce Umido Porta a porta,porta a porta
doc_caserta_02,68,17,Pesce Umido Porta a porta, umido
doc_caserta_02,68,18,Piastrine per le zanzare Indifferenziato Porta a porta,indifferenziato
doc_caserta_02,68,18,Piastrine per le zanzare Indifferenziato Porta a porta, porta a porta
doc_caserta_02,68,19,Piatti di plastica usa e getta Multimateriale Porta a porta,multimateriale
doc_caserta_02,68,19,Piatti di plastica usa e getta Multimateriale Porta a porta, porta a porta
doc_caserta_02,68,19,Piatti di plastica usa e getta Multimateriale Porta a porta, plastica
doc_caserta_02,68,20,Piatti di plastica durevoli non usa e getta Indifferenziato Porta a porta,indifferenziato
doc_caserta_02,68,20,Piatti di plastica durevoli non usa e getta Indifferenziato Porta a porta, porta a porta
doc_caserta_02,68,20,Piatti di plastica durevoli non usa e getta Indifferenziato Porta a porta, plastica
doc_caserta_02,68,21,"Piatti e piattini di ceramica, porcellana, vetro e cristallo Indifferenziato Porta a porta",indifferenziato
doc_caserta_02,68,21,"Piatti e piattini di ceramica, porcellana, vetro e cristallo Indifferenziato Porta a porta", porta a porta
doc_caserta_02,68,21,"Piatti e piattini di ceramica, porcellana, vetro e cristallo Indifferenziato Porta a porta", vetro
doc_caserta_02,68,22,Pile esauste Batterie Raccoglitori pile esauste Anche presso isole ecologiche,batterie
doc_caserta_02,68,22,Pile esauste Batterie Raccoglitori pile esauste Anche presso isole ecologiche, pile esauste
doc_caserta_02,68,22,Pile esauste Batterie Raccoglitori pile esauste Anche presso isole ecologiche, raccoglitori pile esauste
doc_caserta_02,68,22,Pile esauste Batterie Raccoglitori pile esauste Anche presso isole ecologiche, isole ecologiche
doc_caserta_02,68,25,Pneumatici Pneumatici Isole ecologiche,isole ecologiche
doc_caserta_02,68,25,Pneumatici Pneumatici Isole ecologiche, pneumatici
doc_caserta_02,68,26,"Polistirolo da imballaggio (vaschette alimenti, imballaggio elettrodomestici …) Multimateriale Porta a porta",multimateriale
doc_caserta_02,68,26,"Polistirolo da imballaggio (vaschette alimenti, imballaggio elettrodomestici …) Multimateriale Porta a porta", porta a porta
doc_caserta_02,68,26,"Polistirolo da imballaggio (vaschette alimenti, imballaggio elettrodomestici …) Multimateriale Porta a porta", imballaggio
doc_caserta_02,68,27,"Polistirolo non imballaggio (oggetti, sculture…) Indifferenziato Porta a porta",indifferenziato
doc_caserta_02,68,27,"Polistirolo non imballaggio (oggetti, sculture…) Indifferenziato Porta a porta", porta a porta
doc_caserta_02,68,28,Porcellana Indifferenziato Porta a porta,indifferenziato
doc_caserta_02,68,28,Porcellana Indifferenziato Porta a porta, porta a porta
doc_caserta_02,68,29,Posate di plastica Indifferenziato Porta a porta,indifferenziato
doc_caserta_02,68,29,Posate di plastica Indifferenziato Porta a porta, porta a porta
doc_caserta_02,68,29,Posate di plastica Indifferenziato Porta a porta, plastica
doc_caserta_02,72,0,T,
doc_caserta_02,72,1,"Tagliere (plastica, silicone …) Indifferenziato Porta a porta",indifferenziato
doc_caserta_02,72,1,"Tagliere (plastica, silicone …) Indifferenziato Porta a porta", porta a porta
doc_caserta_02,72,2,Tampax Indifferenziato Porta a porta,indifferenziato
doc_caserta_02,72,2,Tampax Indifferenziato Porta a porta, porta a porta
doc_caserta_02,72,3,Tappetini Indifferenziato Porta a porta,indifferenziato
doc_caserta_02,72,3,Tappetini Indifferenziato Porta a porta, porta a porta
doc_caserta_02,72,4,Tappeti Tessili Isole ecologiche,isole ecologiche
doc_caserta_02,72,4,Tappeti Tessili Isole ecologiche, tessili
doc_caserta_02,72,5,Tappi di sughero Umido Porta a porta,porta a porta
doc_caserta_02,72,5,Tappi di sughero Umido Porta a porta, umido
doc_caserta_02,72,6,Tappi a corona metallici Multimateriale Porta a porta,multimateriale
doc_caserta_02,72,6,Tappi a corona metallici Multimateriale Porta a porta, porta a porta
doc_caserta_02,72,7,Tappi di barattoli Multimateriale Porta a porta,multimateriale
doc_caserta_02,72,7,Tappi di barattoli Multimateriale Porta a porta, porta a porta
doc_caserta_02,72,8,Tastiere per pc R.A.E.E. Isole ecologiche,isole ecologiche
doc_caserta_02,72,8,Tastiere per pc R.A.E.E. Isole ecologiche, r.a.e.e.
doc_caserta_02,72,9,Tavolette copriwater Ingombranti Isole ecologiche,ingombranti
doc_caserta_02,72,9,Tavolette copriwater Ingombranti Isole ecologiche, isole ecologiche
doc_caserta_02,72,10,Tazze e tazzine di ceramica Indifferenziato Porta a porta,indifferenziato
doc_caserta_02,72,10,Tazze e tazzine di ceramica Indifferenziato Porta a porta, porta a porta
doc_caserta_02,72,11,Telecomandi R.A.E.E. Isole ecologiche,isole ecologiche
doc_caserta_02,72,11,Telecomandi R.A.E.E. Isole ecologiche, r.a.e.e.
doc_caserta_02,72,12,Telefoni R.A.E.E. Isole ecologiche,isole ecologiche
doc_caserta_02,72,12,Telefoni R.A.E.E. Isole ecologiche, r.a.e.e.
doc_caserta_02,72,13,Temperini Indifferenziato Porta a porta,indifferenziato
doc_caserta_02,72,13,Temperini Indifferenziato Porta a porta, porta a porta
doc_caserta_02,72,14,Tetra Pak Multimateriale Porta a porta,multimateriale
doc_caserta_02,72,14,Tetra Pak Multimateriale Porta a porta, porta a porta
doc_caserta_02,72,14,Tetra Pak Multimateriale Porta a porta, tetra pak
doc_caserta_02,72,16,Tubetto di dentifricio Multimateriale Porta a porta,multimateriale
doc_caserta_02,72,16,Tubetto di dentifricio Multimateriale Porta a porta, porta a porta
doc_caserta_02,72,17,Tubi di cartone (anime per rotoli) Carta e cartone Porta a porta,carta e cartone
doc_caserta_02,72,17,Tubi di cartone (anime per rotoli) Carta e cartone Porta a porta, porta a porta
doc_caserta_02,72,17,Tubi di cartone (anime per rotoli) Carta e cartone Porta a porta, cartone
doc_caserta_02,72,18,Tv R.A.E.E. Isole ecologiche,isole ecologiche
doc_caserta_02,72,18,Tv R.A.E.E. Isole ecologiche, r.a.e.e.
doc_caserta_02,79,0,"Porta il tuo rifiuto alle isole ecologiche di via Talamonti, via Cappuccini, viale Lincoln (II tratto) e via Tiglio (Casertavecchia) o smaltiscilo secondo le regole",isole ecologiche
doc_caserta_02,79,0,"Porta il tuo rifiuto alle isole ecologiche di via Talamonti, via Cappuccini, viale Lincoln (II tratto) e via Tiglio (Casertavecchia) o smaltiscilo secondo le regole", rifiuto
doc_caserta_02,79,0,"Porta il tuo rifiuto alle isole ecologiche di via Talamonti, via Cappuccini, viale Lincoln (II tratto) e via Tiglio (Casertavecchia) o smaltiscilo secondo le regole", smaltiscilo
doc_caserta_02,80,0,Informazioni utili,
doc_caserta_02,80,1,Comune di Caserta,
doc_caserta_02,80,2,www.comune.caserta.it,
doc_caserta_02,81,0,"Questo opuscolo contiene tutte le norme necessarie per promuovere, sviluppare e diffondere le conoscenze relative alla raccolta differenziata al fine di consentire una buona riuscita del servizio.",raccolta differenziata
doc_caserta_02,81,1,Il mancato rispetto di esso sarà sogetto a sanzioni amministrative,
doc_caserta_06,1,1,Area Generale dí Coordínomento Tecníco,
doc_caserta_06,1,2,Settore Ecologia ed Ambiente,settore ecologia ed ambiente
doc_caserta_06,3,0,Art.l - OGGETTO: CENTRI DI RACCOLTA COMUNALI,centri di raccolta comunali
doc_caserta_06,3,2,Il presente disciplinare si riferisce a tutti i centri di raccolta sul territorio di proprietà del Comune di Caserta.,centri di raccolta
doc_caserta_06,4,0,I centri funzionano attualmente nei seguenti:,
doc_caserta_06,4,1,1. Via Cappuccini (Ordinanza del Sindaco n. 57 del 08.07.2010);,
doc_caserta_06,4,2,2. Viale Lincoln I tratto (Ordinanza del Sindaco n. 52 del 22.06.2010);,
doc_caserta_06,4,3,3. Via Talamonti (Ordinanza del Sindaco n. 7 del 26.01.2010);,
doc_caserta_06,5,0,"I centri di raccolta verranno utilizzati per promuovere la raccolta differenziata dei rifiuti solidi urbani, per il ricevimento e stoccaggio provvisorio degli stessi e per consentire a tutti i cittadini residenti e domiciliati nel comune, nonché alle aziende operanti sul territorio nei limiti previsti dalle richiamate OOSS., conferire le frazioni dei rifiuti differenziati nel rispetto delle norme vigenti in materia.",centri di raccolta
doc_caserta_06,5,0,"I centri di raccolta verranno utilizzati per promuovere la raccolta differenziata dei rifiuti solidi urbani, per il ricevimento e stoccaggio provvisorio degli stessi e per consentire a tutti i cittadini residenti e domiciliati nel comune, nonché alle aziende operanti sul territorio nei limiti previsti dalle richiamate OOSS., conferire le frazioni dei rifiuti differenziati nel rispetto delle norme vigenti in materia.", conferire
doc_caserta_06,5,0,"I centri di raccolta verranno utilizzati per promuovere la raccolta differenziata dei rifiuti solidi urbani, per il ricevimento e stoccaggio provvisorio degli stessi e per consentire a tutti i cittadini residenti e domiciliati nel comune, nonché alle aziende operanti sul territorio nei limiti previsti dalle richiamate OOSS., conferire le frazioni dei rifiuti differenziati nel rispetto delle norme vigenti in materia.", frazioni dei rifiuti differenziati
doc_caserta_06,5,0,"I centri di raccolta verranno utilizzati per promuovere la raccolta differenziata dei rifiuti solidi urbani, per il ricevimento e stoccaggio provvisorio degli stessi e per consentire a tutti i cittadini residenti e domiciliati nel comune, nonché alle aziende operanti sul territorio nei limiti previsti dalle richiamate OOSS., conferire le frazioni dei rifiuti differenziati nel rispetto delle norme vigenti in materia.", raccolta differenziata dei rifiuti solidi urbani
doc_caserta_06,5,0,"I centri di raccolta verranno utilizzati per promuovere la raccolta differenziata dei rifiuti solidi urbani, per il ricevimento e stoccaggio provvisorio degli stessi e per consentire a tutti i cittadini residenti e domiciliati nel comune, nonché alle aziende operanti sul territorio nei limiti previsti dalle richiamate OOSS., conferire le frazioni dei rifiuti differenziati nel rispetto delle norme vigenti in materia.", stoccaggio provvisorio
doc_caserta_06,6,0,Art.2 - VERIFICHE DEL PROPRIETARIO,
doc_caserta_06,6,5,- alla prima installazione delle dotazioni minime necessarie alla gestione dei centri;,
doc_caserta_06,6,6,- all'acquisizione delle necessarie autorizzazioni relative all'attività dei centri;,
doc_caserta_06,6,7,- all'individuazione degli impianti di destinazione dei rifiuti raccolti;,impianti di destinazione dei rifiuti raccolti
doc_caserta_06,6,8,- al riciclaggio della maggior quantità possibile dei rifiuti provenienti dalla raccolta differenziata;,riciclaggio
doc_caserta_06,6,8,- al riciclaggio della maggior quantità possibile dei rifiuti provenienti dalla raccolta differenziata;, rifiuti provenienti dalla raccolta differenziata
doc_caserta_06,6,9,"- alla sottoscrizione dei FIR nella qualità di ""produttore"" con l'introduzione del SISTRI, l'inserimento e l'aggiornamento informatico del Registro;",fir
doc_caserta_06,6,9,"- alla sottoscrizione dei FIR nella qualità di ""produttore"" con l'introduzione del SISTRI, l'inserimento e l'aggiornamento informatico del Registro;", sistri
doc_caserta_06,6,10,- alla manutenzione straordinaria dei siti e delle relative attrezzature.,
doc_caserta_06,9,0,Gli utenti dovranno conferire correttamente le singole frazioni negli appositi contenitori contrassegnati da cartelli indicatori.,conferire
doc_caserta_06,9,0,Gli utenti dovranno conferire correttamente le singole frazioni negli appositi contenitori contrassegnati da cartelli indicatori., frazioni
doc_caserta_06,9,0,Gli utenti dovranno conferire correttamente le singole frazioni negli appositi contenitori contrassegnati da cartelli indicatori., utenti
doc_caserta_06,9,1,In caso di dubbio dovranno interpellare l'operatore presente.,
doc_caserta_06,10,0,Agli utenti è fatto espresso divieto di:,utenti
doc_caserta_06,10,2,- abbandonare rifiuti fuori dall'area dei centri;,abbandonare rifiuti
doc_caserta_06,10,3,- depositare qualsiasi tipologia di materiale fuori dai contenitori specifici adibiti alla raccolta di altre tipologie di materiali;,
doc_caserta_06,10,5,- trattenersi nel centro oltre il tempo necessario al conferimento;,conferimento
